title;artist;year;views;url;lyric
Eyes Nose Lips;Lydia Paek;2014;232522.0;https://genius.com/Lydia-Paek-Eyes-Nose-Lips-lyrics;Feels like I'm losing my mind
Get Back;Pop Smoke;2020;310134.0;https://genius.com/Pop-Smoke-Get-Back-lyrics;"If I go to jail, nigga, I'll plead the Fifth (Uh)
'Cause mommy still gon' love her kid
The judge like, ""Why you actin' like a dick?""
I said, ""I'm movin' like I'm Steven Vic""
My lawyer like, ""Papi, why you brazen?""
I shoot for the stars, I'm a foundation, huh
Look at the money I'm raisin'
She get dick and Edible Arrangements
That's the only form of payment
Fuck what they say, they know that I'm gucci
Pull up with a pump-pump-pump (Pop, pop, pop)"
Uptown Puffs;AshCoolBro;2015;230455.0;https://genius.com/AshCoolBro-Uptown-Puffs-lyrics;Lyrics not found
The Man;Taylor Swift;2019;1126473.0;https://genius.com/Taylor-Swift-The-Man-lyrics;"They'd say I played the field before I found someone to commit to
And that would be okay for me to do
I’d be a fearless leader, I'd be an alpha type
When everyone believes ya, what's that like?
I’m so sick of running as fast as I can
Wonderin' if I'd get there quicker if I was a man
And I'm so sick of them comin' at me again
'Cause if I was a man, then I'd be the man
I'd be the man (Man)
I’d be the man (Man)
They’d say I hustled, put in the work
They wouldn't shake their heads and question how much of this I deserve
What I was wearing, if I was rude
Could all be separated from my good ideas and power moves
And they would toast to me, oh (Ayy), let the players play
I’d be just like Leo in Saint-Tropez
I'm so sick of running as fast as I can
Wonderin' if I'd get there quicker if I was a man
And I’m so sick of them comin' at me again
'Cause if I was a man, then I'd be the man
I'd be the man (Man)
I'd be the man (Man)
And it's okay if you're mad
If I was out flashin' my dollars
I'd be a bitch, not a baller
So it's okay that I'm mad
I'm so sick of running as fast as I can
Wonderin' if I'd get there quicker if I was a man
I'm so sick of running as fast as I can (As fast as I can)
Wonderin' if I'd get there quicker if I was a man (Hey)
And I'm so sick of them comin' at me again (Comin' at me again)
'Cause if I was a man (If I was a man), then I'd be the man
I'd be the man (Man)
I'd be the man (Man, oh)
I'd be the man (Man, yeah)
I'd be the man (Man, I'd be the man)
If I was a man
Then I'd be the man"
Ob-La-Di Ob-La-Da;The Beatles;1968;;https://genius.com/The-Beatles-ObLaDi-ObLaDa-lyrics;
Maybe Its Time;Bradley Cooper;2018;242745.0;https://genius.com/Bradley-Cooper-Maybe-Its-Time-lyrics;"And this world's one big old Catherine wheel
It takes a lot to change your plans
And a train to change your mind"
Testify;Rage Against the Machine;1999;237116.0;https://genius.com/Rage-Against-the-Machine-Testify-lyrics;"The movie ran through me
The glamour subdue me
The tabloid untied me
I'm empty. please fill me
Mister Anchor, assure me
That Baghdad is burning
Your voice, it is so soothing
That cunning mantra of killing
my witness
To dress this up so bloodless
Of thoughts of blaming you
Yes, the car is our wheelchair
My witness, your coughing
Oily silence mocks the legless ones
Who travel now in coffins
While on the corner (Corner)
The jury's sleepless (Sleepless)
We found your weakness (Weakness)
And it's right outside your door
Now testify
Now testify
It's right outside your door, now testify
Yes, testify
It's right outside your door
With precision you feed me
My witness, I'm hungry
On a bed of fire, I'm choking on the smoke that fills my home
The pipeline is gushing
While here we lie in tombs
Mass graves for the pump when the price is set
When the price is set
Mass graves for the pump when the price is set
When the price is set
Mass graves for the pump when the price is set
When the price is set
Mass graves for the pump when the price is set
When the price is set
Guitar Solo
Who controls the past now controls the future
Who controls the present now controls the past
Who controls the past now controls the future
Who controls the present now?"
Obsessed With You;Central Cee;2021;338125.0;https://genius.com/Central-Cee-Obsessed-With-You-lyrics;"Your hair's under my pillow, so I sleep (So I sleep)
And I'm dreaming of you leaving roses at my feet (
Nastylgia
, at my feet)
I'm obsessed with you in a way I can't believe
When you wipe your tears, do you wipe them just for me? (Me, me, me, me)
I hope a trap boy's your type (Why?)
'Cause I don't have a nine-to-five (Alright)
(
When you wipe your tears do you wipe them just for me?
)
I followed you, I followed you today, I was in my car (
Alright
)
I wanted to come see you from afar (At my feet)
If you turned around and saw me I would die
When you wipe your tears do you wipe them just for me?
She think I'm a G and I don't need love
But I need some thug affection (Literally, 
me, me, love me
)
If I fell off tomorrow, would you still love me?
Man, I got twenty-one questions (Like fifty, 
just me
)
In the trap with the cats, domestics
You ain't gotta worry 'bout none of these hoes
I'm grown, I'm done with these bitches (Done with these bitches, done with these bitches)
Your hair's under my pillow, so I sleep (So I sleep)
And I'm dreaming of you leaving roses at my feet (At my feet)
I'm obsessed with you in a way I can't believe
When you wipe your tears, do you wipe them just for me? (Me, me, me, me)
I hope a trap boy's your type (Why?)
'Cause I don't have a nine-to-five (Alright)
Wipe them just for me? Me, me, me, me
Do you wipe them just for me? Me, me, me, me
I'm pleading on my knees (Knees, knees, knees, knees)
It's your touch that I need (Need, need, need, need)
When you wipe your tears, do you wipe them just for—"
Because of You;Kelly Clarkson;2005;436061.0;https://genius.com/Kelly-Clarkson-Because-of-You-lyrics;"I will not make the same mistakes that you did
I will not let myself cause my heart so much misery
I will not break the way you did, you fell so hard
I've learned the hard way to never let it get that far
Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I find it hard to trust not only me, but everyone around me
Because of you, I am afraid
I lose my way
And it's not too long before you point it out
I cannot cry
Because I know that's weakness in your eyes
I'm forced to fake a smile, a laugh, every day of my life
My heart can't possibly break
When it wasn't even whole to start with
Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I find it hard to trust not only me, but everyone around me
Because of you
I am afraid
I watched you die, I heard you cry every night in your sleep
(
I watched you die, in your sleep
)
I was so young, you should have known better than to lean on me
(
I was too young for you to lean on me
)
You never thought of anyone else, you just saw your pain
(
You never saw me, yeah, yeah
)
And now I cry in the middle of the night
For the same damn thing
Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I try my hardest just to forget everything
Because of you
I don't know how to let anyone else in
Because of you
I'm ashamed of my life because it's empty
Because of you
I am afraid"
Is She Gon Pop;J. Cole;2013;555424.0;https://genius.com/J-Cole-Is-She-Gon-Pop-lyrics;"Art of seduction
hoes jump like Vince Carter
Backstage like they a part of production
We talked about her dreams, you gotta start off with somethin'
Her momma went to college, but yet her father was hustlin'
Found it funny 'cause now they daughter is stuck in
A similar predicament, I'm askin' where her nigga went
She said ""Your guess is good as mine
Left me alone with this baby, I don't hear from the nigga
And to keep it hundred with you, I don't care for the nigga""
""Funny 'cause I only know a couple of your songs, but I love when they come on""
And why I'm starin' at you? 'Cause I'm picturin' you naked
[
mumbling
]
Niggas winnin' off me, it's all G 'cause he know
Bitches can't get the Michael so they settlin' for Tito
Hot bitch fell in my lap like cappuccino
Niggas so thirsty, it irks me
You keep on puttin' bitches over money but that ain't my cup of tea though
A bunch of paper just to change your fuckin' neighbors and shit
I swear if niggas put half of what they put in chasin' ass
Into a craft, by now, you'd be famous and rich
Meanwhile, I'm stackin' paper up, my word
Had more hoes comin' than a bus driver
Got a full grown woman wanna fuck, my word
Wanna ride my nouns, let her suck my verbs
And why I'm starin' at you? 'Cause I'm picturin' you naked
[
mumbling
]"
Starin Through My Rear View;2Pac;1997;353622.0;https://genius.com/2Pac-Starin-Through-My-Rear-View-lyrics;"I will never understand this society
First they try to murder me, then they lie to me
And we turnin' bad boys to grown men, it's on again
I give a holla to my niggas in the darkest corners
Roll a perfect blunt, and let me spark it for ya
Who is gonna catch me when I fall or even care to?
Turn to Smith & Wesson war weapons
Baby, let me hold ya: talk to my guns like they fly bitches
Back in the days we hustled for sneakers and beepers
On some Million Man March shit for the peace
Real niggas do what they wanna do, bitch niggas do what they can"
D.A.M Dats All Me;Fetty Wap;2015;293302.0;https://genius.com/Fetty-Wap-DAM-Dats-All-Me-lyrics;"Ayy, slide through in them matching Benz's
Them all white things
And when I tell her I'm hungry she says ""Boy get on your knees"""
Left Right;YG;2013;359888.0;https://genius.com/YG-Left-Right-lyrics;"Okay, okay, okay
Told her bust it open she said: ""okay!""
But what she wearing? Chanel and Dolce
How she want it? Beat up like O.J
Skurt, skurt on a bitch nigga
I need action while I'm relaxin' and the bitch knows gymnastics
So she can divide her legs on this dick like a fraction, right?
Right, left, hit 'em with that right, left
I got that best stroker, I don't need no pipe test
My dick work girl I don't need no mic check
Cause if I fuck her right she just might give some to me
And better yet, fuck with me for better sex
I know all the right spots to keep that punani wet
You know I buy you that Chanel, right?
You know I fuck you like I'm fresh outta of jail, right?
I'm a Pisces, she's a Taurus
Have your tongue out and legs cocked open like Jordan
She ain't got no ass shots her shit real, yo
Got her checkin' in with me like I was a P.O
I hate make-up, I hate broke hoes
I can’t talk to you bitch, I ain’t social
You know I buy you that Chanel, right?
You know I fuck you like I'm fresh outta of jail, right?
You know I buy you that Chanel, right?
You know I fuck you like I'm fresh outta of jail, right?
You know I buy you that Chanel, right?
You know I fuck you like I'm fresh outta of jail, right?"
